location,bhk,total_sqft,bath,balcony,price_in_lakhs
Whitefield,3,1626,3,3,8900000
Whitefield,3,1585,3,2,8800000
Vijayanagar,2,1370,2,1,5617000
Bommanahalli,2,1495,2,2,9000000
Bommanahalli,3,2000,3,2,21000000
Bommanahalli,2,1400,2,2,4800000
Bommanahalli,2,1100,5,0,13500000
Bommanahalli,2,1150,2,2,4600000
Bommanahalli,2,1080,2,1,5400000
Bommanahalli,3,1645,3,2,10000000
Bommanahalli,3,1760,3,3,17600000
Bommanahalli,2,1410,2,3,6700000
Bommanahalli,2,1090,2,1,3148000
Bommanahalli,2,1300,2,2,6000000
Vijayanagar,3,1890,2,2,8500000
Bommanahalli,2,1254,2,1,5300000
Bommanahalli,2,1275,2,1,12000000
Bommanahalli,2,1245,2,2,6848000
Bommanahalli,2,1170,2,2,8600000
Bommanahalli,2,1193,2,1,8600000
Bommanahalli,2,850,2,1,2540000
Bommanahalli,3,1678,3,3,7000000
Bommanahalli,3,1600,3,3,7500000
Electronics City,3,1750,3,2,8400000
Whitefield,2,1125,2,2,6200000
Vijayanagar,2,1000,2,1,5000000
Electronics City,2,1320,2,1,3813000
Bommanahalli,2,1100,2,1,5000000
Bommanahalli,2,882,2,1,3000000
Bommanahalli,2,845,2,1,3700000
Bommanahalli,2,883,2,1,3900000
Bommanahalli,3,1595,3,3,8800000
Whitefield,2,1280,2,0,8500000
Bommanahalli,2,920,2,0,3500000
Bommanahalli,2,1300,2,3,5700000
Bommanahalli,2,1450,1,0,23000000
Bommanahalli,3,1757,3,2,13200000
Bommanahalli,2,1240,2,1,4400000
Bommanahalli,2,1330,2,1,9336000
Vijayanagar,2,1062,2,1,4247000
Bommanahalli,2,1078,2,2,4500000
Bommanahalli,2,1460,2,2,7200000
Bommanahalli,2,912,2,1,3900000
Bommanahalli,2,980,2,1,4547000
Bommanahalli,2,1000,2,2,4000000
Bommanahalli,2,1050,2,1,6200000
Bommanahalli,3,1875,2,2,15000000
Bommanahalli,2,1065,2,1,4260000
Bommanahalli,3,1800,3,2,18000000
Bommanahalli,2,1163,2,2,9886000
Bommanahalli,2,1098,2,1,7200000
Vijayanagar,3,1725,2,2,10000000
Bommanahalli,2,1128,2,2,7500000
Bommanahalli,3,1705,3,1,7416000
Bommanahalli,2,1418,2,2,9500000
Bommanahalli,2,1100,2,2,5000000
Bommanahalli,2,1464,3,2,5600000
Bommanahalli,2,812,2,2,5500000
Bommanahalli,2,1280,2,2,4000000
Whitefield,2,1420,2,2,13600000
Vijayanagar,3,2000,3,2,8500000
Bommanahalli,3,1722,3,2,9500000
Bommanahalli,3,1650,3,3,17500000
Bommanahalli,2,840,2,2,2700000
Bommanahalli,2,914,2,2,4700000
Bommanahalli,2,1482,2,2,8373000
Bommanahalli,3,1724,3,2,12700000
Vijayanagar,3,1670,3,3,9186000
Bommanahalli,2,1184,2,3,5300000
Bommanahalli,2,1200,2,1,5500000
Bommanahalli,2,927,2,2,5500000
Bommanahalli,2,1242,2,3,3970000
Electronics City,2,1220,3,1,3523000
Electronics City,2,1360,2,1,7500000
Vijayanagar,2,1180,2,2,7200000
Whitefield,3,1697,3,2,10800000
Bommanahalli,2,1225,2,1,5700000
Bommanahalli,3,1690,2,2,5500000
Bommanahalli,2,1488,3,1,5700000
Bommanahalli,2,1250,2,1,8000000
Bommanahalli,2,1027,2,2,4400000
Bommanahalli,3,1699,3,3,8194000
Whitefield,2,1205,2,2,5800000
Bommanahalli,2,950,2,3,3900000
Vijayanagar,2,1476,3,1,12000000
Bommanahalli,2,1070,2,1,5500000
Bommanahalli,3,2160,4,2,17200000
Bommanahalli,2,1296,2,1,7500000
Bommanahalli,3,1570,3,3,6450000
Bommanahalli,2,1300,2,3,11000000
Bommanahalli,3,1550,2,2,6500000
Bommanahalli,3,1870,3,2,11000000
Bommanahalli,2,1429,3,3,8600000
Bommanahalli,2,1167,2,2,3998000
Bommanahalli,2,1035,2,1,4173000
Bommanahalli,2,1188,2,2,3800000
Bommanahalli,2,1194,2,2,4600000
Bommanahalli,2,1026,2,1,6087000
Bommanahalli,2,1115,2,2,5000000
Bommanahalli,2,975,2,1,5800000
Bommanahalli,3,1900,2,1,17000000
Bommanahalli,2,1101,2,2,6550000
Bommanahalli,3,1700,3,3,13500000
Bommanahalli,2,1258,2,2,11500000
Bommanahalli,3,1560,3,2,9200000
Bommanahalli,3,2000,3,2,25000000
Bommanahalli,2,1494,2,2,9455000
Bommanahalli,2,1482,2,1,8700000
Bommanahalli,2,1185,2,2,4739000
Bommanahalli,2,1100,2,2,7150000
Vijayanagar,2,1225,2,2,15000000
Bommanahalli,3,1758,3,2,6500000
Bommanahalli,2,1145,2,2,5500000
Bommanahalli,2,1180,2,2,5000000
Bommanahalli,2,1260,2,2,5800000
Vijayanagar,2,1190,2,2,5500000
Bommanahalli,3,1691,3,2,11900000
Bommanahalli,2,1305,3,1,9545000
Bommanahalli,3,2337,4,3,29200000
Bommanahalli,2,1206,2,1,21700000
Bommanahalli,2,1140,2,1,5066000
Bommanahalli,2,1250,2,2,6500000
Bommanahalli,2,1225,2,2,4800000
Bommanahalli,2,1020,2,1,5800000
Vijayanagar,2,925,2,1,4000000
Bommanahalli,3,1510,2,1,7500000
Bommanahalli,3,1614,3,1,11000000
Bommanahalli,2,1041,2,2,6550000
Bommanahalli,3,1530,3,2,7450000
Bommanahalli,2,1450,2,2,13500000
Bommanahalli,2,1200,2,2,7500000
Bommanahalli,3,1508,2,1,11000000
Bommanahalli,2,1188,2,3,7300000
Bommanahalli,2,1174,2,1,7600000
Bommanahalli,2,1350,3,1,5899000
Bommanahalli,3,1870,3,3,18500000
Bommanahalli,2,1072,2,1,2500000
Bommanahalli,2,1345,2,2,10600000
Bommanahalli,2,1200,2,2,4500000
Bommanahalli,2,980,2,0,3700000
Bommanahalli,2,1050,2,1,7700000
Bommanahalli,2,993,2,1,3971000
Vijayanagar,2,1300,2,2,5200000
Vijayanagar,3,1743,3,2,8500000
Vijayanagar,2,1480,3,2,9000000
Bommanahalli,2,950,2,2,3250000
Electronics City,2,972,2,1,4400000
Bommanahalli,3,1840,3,3,9800000
Electronics City,2,1128,2,1,6400000
Bommanahalli,2,1045,2,2,4200000
Bommanahalli,2,955,2,3,5355000
Bommanahalli,2,1360,2,2,5439000
Bommanahalli,2,1150,2,2,6300000
Bommanahalli,2,1115,2,2,5687000
Bommanahalli,2,920,2,2,4600000
Bommanahalli,2,1030,2,1,4100000
Bommanahalli,3,1564,3,1,10100000
Bommanahalli,2,1045,2,1,4500000
Bommanahalli,2,1277,2,2,5500000
Bommanahalli,3,1846,3,2,14000000
Bommanahalli,2,1100,2,0,10600000
Bommanahalli,3,1690,3,2,7500000
Bommanahalli,3,1640,3,3,22300000
Bommanahalli,2,1068,2,1,4005000
Bommanahalli,2,1135,2,2,5800000
Vijayanagar,3,1925,3,2,12000000
Bommanahalli,3,1615,3,2,6000000
Bommanahalli,2,1150,2,3,4200000
Bommanahalli,2,1410,2,2,4512000
Bommanahalli,3,2000,3,3,20700000
Bommanahalli,2,1354,3,1,9000000
Bommanahalli,3,1600,3,2,8800000
Bommanahalli,2,1000,2,1,3600000
Bommanahalli,2,1130,3,1,3800000
Vijayanagar,2,1238,2,1,6700000
Vijayanagar,3,2204,2,3,30500000
Bommanahalli,2,1364,2,3,4638000
Bommanahalli,2,900,2,1,4500000
Bommanahalli,3,1745,3,2,10400000
Bommanahalli,2,1200,2,1,5333000
Bommanahalli,2,1020,2,1,4283000
Bommanahalli,3,1650,3,2,11800000
Bommanahalli,3,1550,2,3,7000000
Vijayanagar,2,1440,2,2,6000000
Bommanahalli,2,1329,2,2,4595000
Bommanahalli,2,916,2,1,4200000
Bommanahalli,2,1358,3,3,5000000
Bommanahalli,2,1331,2,1,10700000
Bommanahalli,2,1050,2,2,5000000
Bommanahalli,3,2106,3,2,12600000
Bommanahalli,3,1718,3,2,9020000
Bommanahalli,3,1530,3,2,5700000
Vijayanagar,2,1206,2,2,5600000
Bommanahalli,2,1075,2,3,5200000
Bommanahalli,3,1936,2,2,5421000
Bommanahalli,3,2173,3,3,12000000
Bommanahalli,2,1100,2,2,7500000
Bommanahalli,2,1117,2,3,2999000
Bommanahalli,3,1685,2,1,11000000
Bommanahalli,3,1800,3,2,11500000
Vijayanagar,3,1700,3,2,13000000
Bommanahalli,2,850,2,2,3793000
Bommanahalli,3,1891,3,1,13900000
Bommanahalli,2,1400,1,1,8000000
Bommanahalli,2,1172,2,2,8200000
Electronics City,2,1400,2,2,4043000
Bommanahalli,2,896,2,1,4375000
Vijayanagar,2,1180,2,2,6500000
Bommanahalli,2,850,2,1,3300000
Vijayanagar,3,1550,3,3,11000000
Bommanahalli,3,1699,3,3,9700000
Bommanahalli,3,2025,4,3,10900000
Bommanahalli,2,1146,2,1,3850000
Bommanahalli,2,1455,2,1,14500000
Bommanahalli,3,1521,3,1,9499000
Bommanahalli,3,1600,2,2,5500000
Bommanahalli,3,1765,3,3,10500000
Bommanahalli,3,1980,3,2,8800000
Bommanahalli,2,1265,2,3,7000000
Bommanahalli,2,1034,2,3,4000000
Bommanahalli,2,1012,2,1,5900000
Electronics City,2,1070,2,1,5400000
Vijayanagar,2,1270,2,2,7000000
Bommanahalli,3,2045,4,3,15400000
Bommanahalli,2,1490,2,2,9800000
Bommanahalli,2,883,2,1,4000000
Bommanahalli,2,1156,2,2,3200000
Bommanahalli,3,2017,3,2,12500000
Bommanahalli,3,1635,3,1,6200000
Bommanahalli,2,1296,2,1,8900000
Bommanahalli,2,1139,2,2,6200000
Bommanahalli,2,1230,3,2,4700000
Bommanahalli,2,1245,2,1,8628000
Electronics City,2,1350,3,1,5500000
Bommanahalli,3,1670,3,2,12000000
Vijayanagar,3,1600,2,2,6500000
Bommanahalli,2,1307,2,2,5160000
Vijayanagar,2,1050,2,1,5700000
Bommanahalli,3,1703,3,2,10100000
Bommanahalli,2,1210,2,1,5800000
Electronics City,2,1025,2,1,2960000
Bommanahalli,2,1140,2,2,4300000
Vijayanagar,2,1343,2,2,5641000
Bommanahalli,3,1560,3,2,8500000
Bommanahalli,2,925,2,2,5100000
Bommanahalli,2,1420,2,2,7500000
Vijayanagar,2,1415,2,3,11000000
Bommanahalli,2,1210,2,2,6000000
Vijayanagar,3,1852,3,2,16000000
Bommanahalli,2,1250,3,2,5000000
Vijayanagar,2,1100,2,1,6500000
Vijayanagar,2,1150,2,1,4025000
Indira Nagar,2,1100,2,1,5335000
Bommanahalli,3,1546,3,2,9900000
Vijayanagar,2,1424,2,2,9000000
Bommanahalli,2,1398,3,1,6800000
Indira Nagar,3,1650,3,2,20000000
Bommanahalli,2,1476,3,2,10500000
Bommanahalli,2,1322,2,2,5882000
Vijayanagar,2,1100,2,2,5500000
Bommanahalli,2,1285,2,2,6800000
Vijayanagar,2,1150,2,2,8000000
Bommanahalli,2,1430,2,2,5600000
Bommanahalli,2,1350,2,2,6200000
Bommanahalli,2,1185,2,2,6500000
Bommanahalli,3,1760,3,2,6700000
Bommanahalli,2,900,2,1,4100000
Bommanahalli,2,1297,2,1,10500000
Bommanahalli,3,1840,3,2,15500000
Bommanahalli,2,950,2,1,5079000
Bommanahalli,2,950,2,1,5200000
Electronics City,3,1571,3,2,8900000
Electronics City,2,1031,2,1,5500000
Whitefield,2,1485,2,1,9000000
Vijayanagar,2,1109,2,1,6000000
Bommanahalli,3,2200,3,2,18000000
Bommanahalli,2,1161,2,1,5515000
Bommanahalli,3,2350,3,3,30000000
Electronics City,2,1003,2,1,4060000
Vijayanagar,2,1080,2,2,3700000
Bommanahalli,2,1255,2,2,7300000
Bommanahalli,2,1250,2,0,6000000
Bommanahalli,2,824,2,0,6000000
Vijayanagar,3,1875,3,1,16700000
Bommanahalli,2,1320,2,1,3812000
Bommanahalli,2,1330,2,1,4700000
Bommanahalli,2,1220,3,2,5600000
Electronics City,2,1111,3,1,5000000
Bommanahalli,2,1197,2,1,4788000
Bommanahalli,2,1340,2,1,10000000
Bommanahalli,3,1837,3,3,14500000
Bommanahalli,2,1238,2,3,5500000
Vijayanagar,2,1405,2,2,5901000
Bommanahalli,3,1690,3,2,8000000
Bommanahalli,3,1620,2,1,11000000
Bommanahalli,3,1673,3,2,11500000
Bommanahalli,2,1112,2,2,4000000
Bommanahalli,2,1385,2,2,6665000
Bommanahalli,2,985,2,1,5800000
Bommanahalli,2,1080,2,1,3780000
Bommanahalli,2,1430,2,1,9752000
Bommanahalli,2,1050,2,2,4300000
Indira Nagar,3,1533,3,2,11500000
Bommanahalli,3,1750,3,2,15000000
Bommanahalli,2,1352,2,2,8750000
Bommanahalli,3,1754,3,2,12500000
Bommanahalli,3,1560,3,2,8500000
Bommanahalli,2,1470,2,1,9000000
Vijayanagar,2,1035,2,1,4500000
Bommanahalli,2,1160,2,1,5200000
Indira Nagar,2,1100,2,2,5200000
Bommanahalli,2,1170,2,1,3800000
Bommanahalli,3,1650,3,2,11000000
Vijayanagar,3,1875,2,3,23500000
Bommanahalli,2,1375,2,3,4806000
Bommanahalli,2,1235,2,1,4680000
Vijayanagar,2,1400,3,1,11500000
Bommanahalli,2,1270,2,2,5079000
Bommanahalli,2,1105,2,1,5100000
Bommanahalli,2,1375,2,3,8500000
Bommanahalli,2,1065,2,1,4084000
Bommanahalli,2,1095,2,0,4000000
Bommanahalli,2,1440,2,2,6033000
Electronics City,2,870,2,1,3950000
Bommanahalli,2,1195,2,1,8400000
Bommanahalli,2,1200,2,1,4950000
Bommanahalli,3,1530,3,3,6120000
Bommanahalli,3,1708,2,1,9050000
Vijayanagar,2,975,2,1,4300000
Bommanahalli,3,1920,3,2,13000000
Bommanahalli,2,1183,2,1,5856000
Bommanahalli,3,1550,2,2,6500000
Bommanahalli,2,1110,2,3,5300000
Bommanahalli,2,1105,2,1,3867000
Bommanahalli,2,1000,2,2,2990000
Bommanahalli,2,1190,2,2,6800000
Bommanahalli,3,1929,4,1,10300000
Bommanahalli,3,1525,3,1,10000000
Bommanahalli,3,1775,3,3,11000000
Bommanahalli,2,1125,2,1,6300000
Bommanahalli,2,900,2,2,4200000
Bommanahalli,2,1155,2,1,5800000
Bommanahalli,2,1268,2,1,7300000
Bommanahalli,2,1500,3,2,8800000
Bommanahalli,3,1525,3,2,6500000
Bommanahalli,2,1060,2,2,4800000
Bommanahalli,3,1687,3,3,12700000
Bommanahalli,3,1847,3,2,12300000
Bommanahalli,2,1410,2,3,5300000
Vijayanagar,2,1075,2,1,4299000
Bommanahalli,2,1500,2,1,14300000
Bommanahalli,2,1010,2,2,4600000
Bommanahalli,3,1875,3,3,11000000
Bommanahalli,2,983,2,1,5060000
Bommanahalli,2,1101,2,2,6500000
Bommanahalli,2,1140,2,1,7600000
Bommanahalli,2,1215,2,2,11000000
Bommanahalli,2,1007,2,3,4200000
Bommanahalli,3,2039,3,2,16800000
Bommanahalli,2,1020,3,2,11000000
Bommanahalli,2,1198,2,1,8400000
Bommanahalli,2,1370,2,2,7500000
Vijayanagar,2,1316,2,3,5550000
Bommanahalli,2,1350,3,1,5550000
Bommanahalli,2,1050,2,1,4300000
Electronics City,2,921,2,1,3400000
Bommanahalli,2,1010,2,1,4927000
Bommanahalli,2,1015,2,1,4300000
Bommanahalli,2,1179,2,1,7500000
Vijayanagar,3,1850,4,2,8600000
Bommanahalli,2,870,2,1,2400000
Bommanahalli,3,1605,3,2,8500000
Vijayanagar,2,1000,1,1,5500000
Bommanahalli,2,1200,2,2,5000000
Bommanahalli,2,1255,2,1,5750000
Bommanahalli,2,1085,2,2,3038000
Bommanahalli,3,1592,3,2,12500000
Bommanahalli,2,1313,2,1,5827000
Bommanahalli,3,1934,3,2,15000000
Bommanahalli,2,1200,2,1,4950000
Bommanahalli,2,935,2,1,4500000
Bommanahalli,2,877,2,2,3000000
Vijayanagar,2,936,2,2,4200000
Bommanahalli,2,1470,2,2,11000000
Bommanahalli,2,1232,2,0,6961000
Vijayanagar,3,2225,4,2,16900000
Bommanahalli,3,1901,3,2,11900000
Bommanahalli,3,1819,3,2,10000000
Bommanahalli,2,1464,3,2,5600000
Bommanahalli,2,1200,4,3,16900000
Bommanahalli,2,1256,2,1,6000000
Vijayanagar,2,1100,2,2,4400000
Bommanahalli,2,1435,3,3,7000000
Bommanahalli,3,1845,4,1,11000000
Bommanahalli,2,1140,2,2,4600000
Bommanahalli,2,1200,2,0,6000000
Bommanahalli,3,2254,3,2,17000000
Bommanahalli,3,1750,3,2,15000000
Bommanahalli,2,1020,2,1,3700000
Bommanahalli,3,1893,3,2,14000000
Bommanahalli,2,830,2,0,3400000
Bommanahalli,2,1075,2,1,9000000
Bommanahalli,2,1200,2,1,7800000
Bommanahalli,2,1233,2,2,7765000
Bommanahalli,2,1255,2,2,6526000
Bommanahalli,2,1200,2,2,3780000
Bommanahalli,3,2145,3,2,17500000
Bommanahalli,2,1250,3,3,4800000
Bommanahalli,2,1210,2,2,4000000
Bommanahalli,3,1525,2,2,6000000
Bommanahalli,2,1240,2,1,8400000
Bommanahalli,2,1245,2,1,6800000
Bommanahalli,2,1075,2,1,3599000
Bommanahalli,3,2200,2,1,5500000
Whitefield,2,1155,2,1,6000000
Bommanahalli,3,1520,2,3,6200000
Bommanahalli,2,1290,2,1,8500000
Vijayanagar,3,2300,3,2,8000000
Bommanahalli,2,1340,2,3,5360000
Bommanahalli,2,900,2,1,9500000
Bommanahalli,2,987,2,1,4900000
Bommanahalli,3,1720,3,2,10000000
Bommanahalli,2,1040,2,1,5000000
Bommanahalli,2,1030,2,1,5000000
Bommanahalli,3,1850,3,1,16800000
Bommanahalli,2,1028,2,1,3186000
Vijayanagar,2,1270,2,1,8300000
Bommanahalli,3,1655,3,1,11500000
Electronics City,2,940,2,1,4000000
Bommanahalli,2,1050,2,2,8500000
Vijayanagar,2,946,2,1,3800000
Bommanahalli,3,1726,3,3,14500000
Bommanahalli,3,2121,4,3,25300000
Vijayanagar,2,1404,2,1,7500000
Bommanahalli,3,1525,2,2,4800000
Bommanahalli,2,1025,2,2,5700000
Bommanahalli,2,860,1,1,4300000
Bommanahalli,2,1223,2,1,4281000
Bommanahalli,2,1197,2,1,4780000
Bommanahalli,2,1150,2,1,5275000
Bommanahalli,2,1040,2,2,4600000
Bommanahalli,2,1310,2,2,8000000
Bommanahalli,3,1788,3,2,9834000
Bommanahalli,2,1144,2,2,3855000
Vijayanagar,2,1070,2,2,3900000
Bommanahalli,2,1200,2,2,7000000
Vijayanagar,3,1862,3,2,12000000
Bommanahalli,2,970,2,2,2700000
Bommanahalli,3,1646,3,2,7950000
Bommanahalli,3,1995,3,2,13500000
Bommanahalli,2,1085,2,1,4774000
Bommanahalli,2,1139,2,2,5680000
Bommanahalli,2,1092,2,2,4400000
Bommanahalli,3,1767,3,2,9800000
Bommanahalli,3,1700,3,2,8000000
Bommanahalli,3,1692,3,2,8800000
Vijayanagar,3,1645,3,3,10000000
Bommanahalli,2,1345,2,1,5700000
Bommanahalli,2,1100,2,1,6000000
Bommanahalli,2,1408,3,3,6200000
Bommanahalli,3,2072,4,2,15000000
Bommanahalli,2,1420,2,1,15800000
Bommanahalli,2,1220,3,2,5600000
Bommanahalli,2,1300,2,1,7900000
Electronics City,2,1150,2,2,3900000
Bommanahalli,2,1470,2,2,8600000
Bommanahalli,2,1063,2,1,3190000
Bommanahalli,2,1311,2,2,4800000
Vijayanagar,2,1400,2,2,5500000
Bommanahalli,2,1430,2,2,5600000
Bommanahalli,2,1060,2,2,5500000
Bommanahalli,2,1000,2,0,11000000
Bommanahalli,3,1760,3,2,14500000
Whitefield,3,2010,3,3,9200000
Bommanahalli,2,1480,2,2,6423000
Vijayanagar,2,1230,2,2,4350000
Bommanahalli,2,1300,3,3,6500000
Bommanahalli,2,1100,2,1,5200000
Bommanahalli,3,1752,3,2,11600000
Bommanahalli,2,957,2,1,4690000
Bommanahalli,3,1942,3,2,10200000
Vijayanagar,2,1000,2,2,5300000
Bommanahalli,2,1089,2,1,4355000
Bommanahalli,3,1800,3,3,9000000
Bommanahalli,2,1036,2,3,3935000
Bommanahalli,3,1583,3,3,10500000
Bommanahalli,2,1100,2,2,6500000
Vijayanagar,2,1246,2,1,6500000
Bommanahalli,2,850,2,3,2800000
Bommanahalli,2,1196,2,2,5151000
Bommanahalli,3,1697,3,2,11400000
Bommanahalli,3,1567,3,3,9000000
Bommanahalli,2,950,2,2,4500000
Bommanahalli,2,1022,2,2,5200000
Bommanahalli,2,1018,2,0,2345000
Bommanahalli,2,1322,2,2,6800000
Bommanahalli,2,1460,2,2,5839000
Bommanahalli,2,990,2,1,4455000
Bommanahalli,3,2400,3,1,26000000
Whitefield,3,1635,2,2,8500000
Bommanahalli,3,1533,3,2,8500000
Vijayanagar,3,1720,3,1,13400000
Bommanahalli,3,2000,3,1,20000000
Vijayanagar,2,1185,2,2,7584000
Bommanahalli,2,900,2,1,2700000
Electronics City,2,1031,2,1,5635000
Bommanahalli,2,1330,2,2,4655000
Bommanahalli,2,1259,2,2,5700000
Bommanahalli,3,1570,3,2,8800000
Bommanahalli,2,1075,2,1,3600000
Whitefield,2,1216,2,1,7900000
Bommanahalli,2,1428,2,2,6600000
Bommanahalli,2,1160,2,2,4059000
Bommanahalli,2,1475,3,2,7000000
Bommanahalli,3,1754,3,2,13500000
Bommanahalli,3,1639,3,1,8300000
Bommanahalli,3,1804,3,2,10200000
Vijayanagar,2,1135,2,3,5500000
Bommanahalli,2,1260,2,2,4662000
Bommanahalli,3,2160,3,2,16000000
Bommanahalli,2,1220,2,2,5950000
Bommanahalli,2,1300,2,3,6500000
Bommanahalli,2,1444,2,1,7597000
Vijayanagar,2,924,2,1,4500000
Bommanahalli,2,1000,2,1,3000000
Bommanahalli,2,845,2,1,2900000
Bommanahalli,2,1187,2,2,5800000
Bommanahalli,3,1625,3,2,5500000
Bommanahalli,2,1453,2,3,11000000
Bommanahalli,3,2357,3,2,15100000
Bommanahalli,2,1200,2,1,4950000
Bommanahalli,2,1139,2,2,5685000
Bommanahalli,3,1660,3,3,7500000
Bommanahalli,2,1170,2,3,10500000
Bommanahalli,2,1448,2,2,6800000
Bommanahalli,3,1762,3,3,11000000
Bommanahalli,2,1105,2,1,3865000
Bommanahalli,3,1825,3,1,10500000
Bommanahalli,2,1185,2,2,4300000
Electronics City,2,1320,2,1,3812000
Bommanahalli,2,1058,2,1,4800000
Bommanahalli,2,1220,2,2,6000000
Bommanahalli,2,925,2,1,2500000
Bommanahalli,2,1200,2,1,7200000
Bommanahalli,2,1160,2,2,4060000
Bommanahalli,2,1411,3,2,9172000
Bommanahalli,3,1550,3,2,7800000
Bommanahalli,2,1063,2,2,4200000
Bommanahalli,2,1077,2,1,3770000
Bommanahalli,2,1200,3,2,4400000
Bommanahalli,2,1500,3,2,7000000
Bommanahalli,2,1045,2,2,7677000
Bommanahalli,2,1290,2,3,4515000
Bommanahalli,2,1400,2,1,7800000
Bommanahalli,3,1600,3,2,5814000
Bommanahalli,3,1545,2,1,5800000
Bommanahalli,3,1680,3,1,11200000
Vijayanagar,2,1350,2,1,6750000
Bommanahalli,2,950,2,1,3800000
Bommanahalli,2,1050,2,2,4500000
Bommanahalli,2,1305,2,2,4900000
Bommanahalli,3,1634,3,1,8333000
Bommanahalli,2,1352,2,2,8500000
Bommanahalli,2,1145,2,2,6500000
Vijayanagar,2,1240,2,1,4379000
Vijayanagar,3,2200,3,2,19000000
Bommanahalli,2,1020,2,1,3900000
Bommanahalli,2,1168,2,1,6100000
Electronics City,2,1205,2,1,7500000
Vijayanagar,2,1195,2,2,10000000
Bommanahalli,2,1028,2,1,4900000
Vijayanagar,2,1175,2,2,4827000
Bommanahalli,3,1550,2,2,9000000
Vijayanagar,3,1826,3,2,16500000
Bommanahalli,3,1603,3,2,9600000
Bommanahalli,2,1350,3,1,7200000
Whitefield,2,1215,2,3,6500000
Bommanahalli,2,1405,2,2,7700000
Bommanahalli,2,1142,2,1,5100000
Whitefield,3,1870,3,2,9000000
Bommanahalli,2,1313,2,2,7300000
Bommanahalli,3,1945,3,3,12000000
Bommanahalli,3,1573,3,2,9500000
Bommanahalli,2,1255,2,1,9200000
Bommanahalli,2,1400,3,2,9115000
Bommanahalli,2,1235,2,2,4363000
Bommanahalli,2,1380,2,1,5200000
Vijayanagar,2,1238,2,1,6700000
Bommanahalli,2,1465,2,3,7472000
Bommanahalli,2,1418,2,2,10300000
Bommanahalli,3,1650,3,1,16500000
Bommanahalli,2,1279,2,2,4800000
Bommanahalli,3,1845,2,1,6827000
Bommanahalli,2,1360,2,1,5927000
Bommanahalli,2,1150,2,1,7500000
Whitefield,2,1260,2,2,4950000
Bommanahalli,2,965,2,1,4250000
Bommanahalli,2,1350,2,3,4800000
Bommanahalli,2,1447,2,1,7597000
Vijayanagar,2,1229,3,1,8603000
Bommanahalli,2,1027,2,2,4300000
Bommanahalli,2,1153,2,1,4850000
Bommanahalli,2,1065,2,2,5000000
Bommanahalli,2,1030,2,3,6100000
Bommanahalli,2,1340,2,2,6100000
Bommanahalli,2,1410,2,3,4442000
Bommanahalli,2,1055,2,2,4535000
Bommanahalli,2,1304,2,1,7900000
Bommanahalli,2,990,2,1,3150000
Vijayanagar,2,1035,2,1,3933000
Bommanahalli,2,1120,2,2,4300000
Bommanahalli,2,1300,2,2,7300000
Bommanahalli,2,1239,2,1,8200000
Bommanahalli,2,1403,3,3,5163000
Bommanahalli,2,1365,2,1,9200000
Vijayanagar,2,1165,2,1,13500000
Bommanahalli,2,1130,2,3,4519000
Bommanahalli,3,1776,3,2,10500000
Bommanahalli,2,1194,2,2,4700000
Bommanahalli,2,1107,2,2,3300000
Bommanahalli,3,2319,3,2,18000000
Bommanahalli,3,1520,3,3,8000000
Bommanahalli,3,1536,3,1,8900000
Bommanahalli,2,1050,2,1,3800000
Bommanahalli,3,1850,3,2,14600000
Bommanahalli,2,1112,2,2,6200000
Bommanahalli,3,1535,3,2,7250000
Bommanahalli,2,1050,2,1,3500000
Vijayanagar,2,1250,3,2,6500000
Bommanahalli,2,1187,2,3,5200000
Vijayanagar,2,1164,2,1,5600000
Electronics City,2,1395,2,1,6278000
Vijayanagar,3,2072,3,2,10800000
Bommanahalli,2,1450,3,3,6091000
Bommanahalli,3,1550,3,2,8200000
Bommanahalli,2,1315,2,2,9000000
Vijayanagar,2,1210,2,2,7200000
Bommanahalli,2,1075,2,1,4700000
Vijayanagar,2,1215,3,1,4220000
Bommanahalli,2,1470,2,2,7500000
Bommanahalli,3,1590,2,2,12500000
Bommanahalli,2,1050,2,1,3675000
Bommanahalli,2,1306,2,1,5591000
Bommanahalli,3,2000,3,2,25000000
Bommanahalli,2,1445,3,2,6400000
Bommanahalli,2,1220,3,2,5800000
Bommanahalli,2,1215,2,1,5126000
Bommanahalli,3,1920,2,1,8800000
Bommanahalli,2,1390,2,2,6000000
Bommanahalli,2,1196,2,0,7174000
Bommanahalli,3,1550,2,2,7500000
Bommanahalli,2,1418,2,2,10100000
Bommanahalli,3,1655,3,2,11500000
Bommanahalli,2,1115,2,2,3345000
Bommanahalli,2,1170,2,2,6800000
Vijayanagar,2,1035,2,2,3830000
Bommanahalli,2,1306,2,2,5800000
Bommanahalli,3,1917,3,3,12200000
Bommanahalli,3,1615,3,3,5800000
Bommanahalli,2,1071,2,2,5225000
Bommanahalli,2,1325,2,2,11900000
Vijayanagar,2,1400,2,1,8800000
Bommanahalli,2,1246,2,1,8200000
Bommanahalli,2,1215,2,0,4000000
Bommanahalli,2,1200,2,2,4950000
Bommanahalli,2,1200,2,2,6000000
Bommanahalli,2,945,2,2,5000000
Bommanahalli,5,4460,5,3,65000000
Bommanahalli,2,1175,2,1,5200000
Whitefield,2,920,2,1,6300000
Bommanahalli,2,955,1,2,3401000
